title,sentence
salmon-and-broccoli-casserole,bake in preheated oven at 200 ° c/400 ° f for approx . 25 – 30 min . until golden brown .
salmon-and-broccoli-casserole,serve warm with lemon wedges on the side .
salmon-and-broccoli-casserole,enjoy !
savoy-cabbage-quiche,cut savoy cabbage into thin strips .
savoy-cabbage-quiche,peel and roughly chop garlic .
savoy-cabbage-quiche,sauté garlic with some oil in a large pot .
savoy-cabbage-quiche,"add cabbage , season with salt and pepper , and cook for approx . 10 min ."
savoy-cabbage-quiche,pre - heat oven to 200 ° c/390 ° f .
savoy-cabbage-quiche,"in a bowl , mix sour cream , flour , oil , and milk , and knead everything together until a dough forms ."
savoy-cabbage-quiche,roll out ¾ of the dough .
savoy-cabbage-quiche,fit the dough into the tart pan .
savoy-cabbage-quiche,thinly slice 2/3 of the alpine cheese .
savoy-cabbage-quiche,layer the bottom of the pan with cheese slices .
savoy-cabbage-quiche,spread the cabbage over the dough so that it forms a small mound in the middle .
savoy-cabbage-quiche,grate the rest of the cheese onto the cabbage .
savoy-cabbage-quiche,roll out the remaining 1/3 of the dough into a large circle .
savoy-cabbage-quiche,lay it over the tart pan and tuck the excess dough in around the edges .
savoy-cabbage-quiche,brush with some oil and bake at 200 ° c/390 ° f for approx . 20 min .
savoy-cabbage-quiche,let cool slightly before serving and enjoy !
simple-lemon-poppy-seed-muffins,preheat oven to 180 ° c/350 ° f .
simple-lemon-poppy-seed-muffins,zest half of the lemons and juice all of them .
simple-lemon-poppy-seed-muffins,"beat butter , sugar , and vanilla sugar with a hand mixer until pale and foamy ."
simple-lemon-poppy-seed-muffins,"then , whisk in eggs one by one until fully incorporated ."
simple-lemon-poppy-seed-muffins,"sift flour , baking powder , and salt into separate bowl ."
simple-lemon-poppy-seed-muffins,add to butter mixture and whisk until a smooth dough forms .
simple-lemon-poppy-seed-muffins,"add lemon zest , lemon juice , and poppy seeds to dough and stir in evenly ."
simple-lemon-poppy-seed-muffins,scoop dough into muffin pan .
simple-lemon-poppy-seed-muffins,the muffin pan should either be greased or lined with muffin liners .
simple-lemon-poppy-seed-muffins,bake in preheated oven at 180 ° c/350 ° f for approx . 20 - 25 min . until golden .
sloppy-joe-burger,"peel the carrots , cut into walnut - sized pieces , and work into a rough paste with the food processor ."
sloppy-joe-burger,finely chop garlic .
sloppy-joe-burger,"cut onion , pepper , and eggplant into small cubes ."
sloppy-joe-burger,"sauté garlic , onion , and carrots in some vegetable oil ."
sloppy-joe-burger,add pepper and eggplant and fry for 3 -5 min .
sloppy-joe-burger,season generously with salt and pepper .
sloppy-joe-burger,add tomato paste and continue to sauté for an additional 1 - 2 min .
sloppy-joe-burger,"deglaze the vegetables with the stock , and bring to a boil with a closed lid for approx 10 -15 min . until a pulp forms ."
sloppy-joe-burger,slice basil into fine strips .
sloppy-joe-burger,halve cherry tomatoes .
sloppy-joe-burger,"add cherry tomatoes and corn to the cooked vegetables , and briefly return to a boil ."
sloppy-joe-burger,"next , season with cumin , sugar , salt , and pepper ."
sloppy-joe-burger,stir in basil .
sloppy-joe-burger,toast burger rolls on both sides in a pan .
sloppy-joe-burger,"put lettuce on the bottom half of the burger roll , place the vegetable mixture on top , and then add the top burger bun ."
smashed-cucumber-salad,"smash cucumber with a cleaver , cut into thick slices , and transfer to a plate ."
smashed-cucumber-salad,crush and mince garlic and sprinkle on top of cucumber .
smashed-cucumber-salad,season with salt and sugar .
smashed-cucumber-salad,drizzle sesame oil on top .
smashed-cucumber-salad,sprinkle diced bell pepper on top .
smashed-cucumber-salad,lightly toss salad and enjoy as a light snack or side dish with asian fare !
soy-vanilla-pudding-with-blueberry-sauce,dissolve cornstarch in a part of the soy milk .
soy-vanilla-pudding-with-blueberry-sauce,stir well to avoid lumps .
soy-vanilla-pudding-with-blueberry-sauce,"add remaining soy milk , parts of the sugar , vanilla bean seeds , and zest of lemon and orange to a large saucepan ."
soy-vanilla-pudding-with-blueberry-sauce,"bring to a boil and reduce to a simmer , stirring occasionally ."
soy-vanilla-pudding-with-blueberry-sauce,whisk in dissolved starch into the soy milk mixture .
soy-vanilla-pudding-with-blueberry-sauce,return to a boil while stirring constantly .
soy-vanilla-pudding-with-blueberry-sauce,transfer to small serving dishes and allow to cool .
soy-vanilla-pudding-with-blueberry-sauce,finely chop mint .
soy-vanilla-pudding-with-blueberry-sauce,"then , combine cassis and remaining sugar in a small saucepan ."
soy-vanilla-pudding-with-blueberry-sauce,"bring to a boil , add blueberries , and remove from heat ."
soy-vanilla-pudding-with-blueberry-sauce,set aside to cool .
soy-vanilla-pudding-with-blueberry-sauce,"before serving , stir in chopped mint ."
soy-vanilla-pudding-with-blueberry-sauce,top each pudding with blueberry sauce .
strawberry-and-blackberry-popsicles,"in a large bowl , whisk together yogurt , confectioner ’s sugar , and lemon juice ."
strawberry-and-blackberry-popsicles,evenly distribute 1 - 2 tbsp of the yogurt mixture among popsicle molds .
strawberry-and-blackberry-popsicles,"next , divide the remainder of the yogurt mixture into two equal halves ."
strawberry-and-blackberry-popsicles,add strawberries to one half and blackberries to the other .
strawberry-and-blackberry-popsicles,puree until smooth .
strawberry-and-blackberry-popsicles,"now , evenly divide the strawberry yogurt mixture among half of popsicle molds and the blackberry yogurt mixture among the rest of the molds ."
strawberry-and-blackberry-popsicles,place one popsicle stick in each mold and then transfer to freezer .
strawberry-and-blackberry-popsicles,"allow to set until frozen , approx . 4 - 5 hours ."
strawberry-and-blackberry-popsicles,enjoy as a light snack or for dessert !
stuffed-serrano-wrapped-chicken,preheat the grill .
stuffed-serrano-wrapped-chicken,finely slice mushrooms .
stuffed-serrano-wrapped-chicken,drain sun - dried tomatoes and cut into strips .
stuffed-serrano-wrapped-chicken,"with your fingers , carefully loosen the skin of the chicken breast and place some of the sliced mushrooms and sun - dried tomatoes underneath it ."
stuffed-serrano-wrapped-chicken,"for the pesto , pick basil , parsley , rosemary , and thyme leaves ."
stuffed-serrano-wrapped-chicken,peel and crush garlic clove .
stuffed-serrano-wrapped-chicken,"puree everything in a food processor with olive oil , salt and pepper ."
stuffed-serrano-wrapped-chicken,cover stuffed chicken breasts with pesto on both sides .
stuffed-serrano-wrapped-chicken,tightly wrap two slices of serrano ham around each chicken breast .
stuffed-serrano-wrapped-chicken,grill chicken for approx . 3 – 4 min . turning occasionally until the ham is crispy .
stuffed-serrano-wrapped-chicken,move the chicken onto indirect heat and finish cooking for approx . 8 – 10 min .
stuffed-serrano-wrapped-chicken,season again with salt and pepper and serve with a grilled corncob .
sunset-smoothie,quarter strawberries and pick mint leaves .
sunset-smoothie,cut chilled watermelon into pieces .
sunset-smoothie,"add strawberry , watermelon , lime juice , ice cubes , and mint leaves to blender ."
sunset-smoothie,blend until smooth for approx . 2 – 3 min .
sunset-smoothie,enjoy while cold .
superfood-green-smoothie,"roughly chop apple , cucumber , cashews , and avocado ."
superfood-green-smoothie,"add chopped apple , cucumber , cashews and avocado to blender ."
superfood-green-smoothie,"add spinach , water , lime juice , agave syrup ."
superfood-green-smoothie,pour in almond milk .
superfood-green-smoothie,"then , blend on high until smooth , approx . 2 – 3 min ."
superfood-green-smoothie,enjoy right away !
swedish-meatballs,tear bread roll into small pieces and soak in milk for approx . 5 – 7 min . until soft .
swedish-meatballs,"in the meantime , finely chop onion and sauté in a small frying pan with some vegetable oil until translucent ."
swedish-meatballs,"add sautéed onion , ground beef , egg , allspice , salt , and pepper to the bowl with the soaked bun and mix well until just combined ."
swedish-meatballs,"form beef mixture into balls ( approx . 3 cm ) , place on a plate , cover , and cool for approx . 20 – 30 min ."
swedish-meatballs,melt butter in a large frying pan and brown meatballs from all sides for approx . 15 – 20 min . over medium heat .
swedish-meatballs,make sure that the pan is not overcrowded .
swedish-meatballs,remove cooked meatballs from the pan and set aside .
swedish-meatballs,"for the sauce , sauté flour in the remaining cooking oil and fill up with beef stock while stirring constantly ."
swedish-meatballs,"then , stir in heavy cream ."
swedish-meatballs,bring sauce to a simmer for approx . 5 – 7 min . until thickened .
swedish-meatballs,"to finish , season with soy sauce and pepper ."
swedish-meatballs,"return meatballs to the pan , toss in sauce , and serve with lingonberry jam and mashed potatoes ."
sweet-potato-curry,finely dice onion and mince garlic .
sweet-potato-curry,peel ginger and finely mince .
sweet-potato-curry,"next , cut pumpkin and bell pepper into cubes ."
sweet-potato-curry,halve cherry tomatoes .
sweet-potato-curry,peel sweet potato and cut into equally sized cubes .
sweet-potato-curry,heat olive oil in pan over medium heat .
sweet-potato-curry,"sauté onion , garlic , and ginger for approx . 1 – 2 min ."
sweet-potato-curry,"next , add cubed sweet potato , pumpkin , and red pepper ."
sweet-potato-curry,"stir in tomato paste , curry powder , and curry paste ."
sweet-potato-curry,"season to taste with salt , pepper , and chili flakes ."
sweet-potato-curry,continue to sauté for an additional 3 – 5 min .
sweet-potato-curry,add coconut milk to frying pan and stir thoroughly .
sweet-potato-curry,"bring to a boil , then reduce heat and allow to simmer for approx . 10 – 15 min . until tender ."
sweet-potato-curry,roughly chop mint and basil .
sweet-potato-curry,"add cashews , cherry tomatoes , and snow peas to frying pan ."
sweet-potato-curry,stir thoroughly .
sweet-potato-curry,squeeze juice from lime and add to the curry .
sweet-potato-curry,gently stir in mint and basil .
sweet-potato-curry,serve with rice or bulgur and enjoy !
sweet-potato-lentil-curry-soup,peel and cut sweet potatoes into bite sized pieces .
sweet-potato-lentil-curry-soup,"next , chop the spinach ."
sweet-potato-lentil-curry-soup,drizzle some olive oil into a pot over medium heat .
sweet-potato-lentil-curry-soup,"add the sweet potato , season with salt and pepper , and sauté for approx . 5 min ."
sweet-potato-lentil-curry-soup,add spinach and cook until wilted .
sweet-potato-lentil-curry-soup,add red curry paste to the pot and stir to combine .
sweet-potato-lentil-curry-soup,"sauté for approx . 2 min . , or until curry paste starts to stick to the bottom of the pot ."
sweet-potato-lentil-curry-soup,"add the lentils and coconut milk , stirring well to combine ."
sweet-potato-lentil-curry-soup,"using your empty can of coconut milk can as your measure , pour two cans ' worth of water into the pot ."
sweet-potato-lentil-curry-soup,"bring to a simmer and let cook for approx . 15 min . or until lentils are soft , but not mushy ."
sweet-potato-lentil-curry-soup,enjoy !
sweet-potato-soup-with-chili-tomatoes,cut a portion of the shallots into fine cubes .
sweet-potato-soup-with-chili-tomatoes,chop garlic .
sweet-potato-soup-with-chili-tomatoes,peel sweet potatoes and cut into small cubes .
sweet-potato-soup-with-chili-tomatoes,"in a large saucepan , sauté chopped shallots and garlic with some vegetable oil ."
sweet-potato-soup-with-chili-tomatoes,add in sweet potato and continue to sauté for approx . 2 – 3 min .
sweet-potato-soup-with-chili-tomatoes,"add in vegetable stock , bring to a boil and let simmer on low heat for approx . 15 min . until the sweet potatoes are soft ."
sweet-potato-soup-with-chili-tomatoes,"in the meantime , mince remaining shallots and garlic ."
sweet-potato-soup-with-chili-tomatoes,roughly chop cilantro .
sweet-potato-soup-with-chili-tomatoes,halve tomatoes .
sweet-potato-soup-with-chili-tomatoes,"in a frying pan , sauté shallots and garlic until translucent ."
sweet-potato-soup-with-chili-tomatoes,add tomatoes and sugar .
sweet-potato-soup-with-chili-tomatoes,"season to taste with salt , pepper and chili powder ."
sweet-potato-soup-with-chili-tomatoes,stir in cilantro .
sweet-potato-soup-with-chili-tomatoes,then remove from heat .
sweet-potato-soup-with-chili-tomatoes,blend soup .
sweet-potato-soup-with-chili-tomatoes,"season with lemon juice , salt and pepper ."
sweet-potato-soup-with-chili-tomatoes,serve in a soup plate with chili tomatoes and a drizzle of good quality olive oil .
the-burger,preheat the grill .
the-burger,slice onion into thin rings .
the-burger,gently sauté half of the onions in some olive oil .
the-burger,season with salt and pepper .
the-burger,season ground beef with some pepper to taste and form into burger patties with damp hands .
the-burger,create a small well in the middle to prevent the burger from puffing up during cooking .
the-burger,"place patties on the hot grill and cook for approx . 4 – 5 min . per side , depending on the thickness ."
the-burger,place a slice of cheddar cheese on each patty and let it melt for a minute .
the-burger,cut tomato and cucumber into slices .
the-burger,cut the burger buns lengthwise and butter if desired .
the-burger,"assemble burger with grilled patties , tomato and cucumber slices , raw onion slices , sautéed onions , iceberg lettuce , ketchup , and mayonnaise ."
the-burger,enjoy !
traditional-garlic-and-olive-oil-pasta,finely chop parsley .
traditional-garlic-and-olive-oil-pasta,cut garlic into thin slices .
traditional-garlic-and-olive-oil-pasta,"cook pasta in plenty of salted boiling water , according to package instructions , for approx . 8 – 10 min . until al dente ."
traditional-garlic-and-olive-oil-pasta,"drain , save some of the pasta water and set aside ."
traditional-garlic-and-olive-oil-pasta,heat up olive oil in a frying pan .
traditional-garlic-and-olive-oil-pasta,sauté garlic for approx . 1 – 2 min .
traditional-garlic-and-olive-oil-pasta,pour in pasta water .
traditional-garlic-and-olive-oil-pasta,add cooked pasta to the pan and toss in garlic oil .
traditional-garlic-and-olive-oil-pasta,fold in chopped parsley and season with salt and pepper .
traditional-garlic-and-olive-oil-pasta,serve sprinkled with freshly grated parmesan cheese to taste .
vanilla-chia-pudding-with-warm-berry-sauce,"in a large saucepan , bring rice milk , vanilla bean pods , cinnamon stick , and agave syrup to a boil ."
vanilla-chia-pudding-with-warm-berry-sauce,pour rice milk into a large bowl .
vanilla-chia-pudding-with-warm-berry-sauce,discard vanilla bean pods and cinnamon stick .
vanilla-chia-pudding-with-warm-berry-sauce,add chia seeds and allow to soak for approx . 15 – 20 min .
vanilla-chia-pudding-with-warm-berry-sauce,spoon chia pudding into jars for serving .
vanilla-chia-pudding-with-warm-berry-sauce,add frozen strawberries and lemon juice to a small saucepan .
vanilla-chia-pudding-with-warm-berry-sauce,bring to a boil over medium heat and cook for approx . 5 min .
vanilla-chia-pudding-with-warm-berry-sauce,purée berry sauce and pass through a fine sieve .
vanilla-chia-pudding-with-warm-berry-sauce,spoon a thin layer of berry sauce on top of pudding .
vanilla-chia-pudding-with-warm-berry-sauce,garnish pudding with fresh blueberries .
vanilla-chia-pudding-with-warm-berry-sauce,enjoy !
vegan-chickpea-burger,"heat a nonstick pan over medium heat and toast walnuts until fragrant , approx . 3 – 5 min . ; transfer to plate to cool ."
vegan-chickpea-burger,chop shallots .
vegan-chickpea-burger,"in the same hot pan over medium heat , add vegetable oil and shallots ."
vegan-chickpea-burger,"sauté until shallots soften and become fragrant , approx . 2 – 3 min ."
vegan-chickpea-burger,transfer to another plate to cool .
vegan-chickpea-burger,"in a food processor , blend cooled walnuts with spices and a pinch of salt and pepper until finely ground ."
vegan-chickpea-burger,"add cooked rice , shallots , cilantro , panko , tomato paste , and chickpeas ."
vegan-chickpea-burger,pulse until combined but not smooth to retain a bit of texture .
vegan-chickpea-burger,taste and adjust seasonings .
vegan-chickpea-burger,divide into burger patties .
vegan-chickpea-burger,heat grill or grill pan over medium heat and coat lightly with oil .
vegan-chickpea-burger,"when hot , grill burgers for approx . 2 – 3 min . per side , flipping them carefully and adjusting heat as necessary so they do n’t brown too quickly ."
vegan-chickpea-burger,"if you ’re using a grill , close lid ."
vegan-chickpea-burger,"meanwhile , mix together ketchup , mayonnaise , and a dash of hot sauce to taste and set aside ."
vegan-chickpea-burger,slice other toppings and set them on a serving plate .
vegan-chickpea-burger,transfer burgers to a platter and toast buns .
vegan-chickpea-burger,"serve burgers on buns topped with lettuce , cucumber , tomato slices , and sauce as desired ."
vegetarian-nacho-burger,wash and slice tomatoes .
vegetarian-nacho-burger,set aside .
vegetarian-nacho-burger,heat vegetable oil in a large frying pan over medium heat .
vegetarian-nacho-burger,add vegetarian burger patties and fry from each sides for approx . 2 – 3 min .
vegetarian-nacho-burger,remove from heat and set aside .
vegetarian-nacho-burger,finely dice some jalapeños slices and grate cheddar .
vegetarian-nacho-burger,add grated cheddar and corn starch to a small saucepan and stir to combine .
vegetarian-nacho-burger,add evaporated milk and hot sauce .
vegetarian-nacho-burger,heat up while stirring until cheese is melted .
vegetarian-nacho-burger,"fold in diced jalapeños , then take from heat ."
vegetarian-nacho-burger,halve burger buns horizontally and spread chili sauce on each half .
vegetarian-nacho-burger,"place lettuce , burger patties , cheese sauce , tortilla chips , tomato slices and remaining jalapenos slices on top of each burger ."
vegetarian-nacho-burger,cover with other halves of burger bun .
vegetarian-nacho-burger,enjoy !
wake-up-smoothie,gently wash spinach .
wake-up-smoothie,"roughly chop spinach , pear , apple , and banana ."
wake-up-smoothie,add all ingredients to blender .
wake-up-smoothie,spoon out kiwis and add to blender .
wake-up-smoothie,pour in orange juice .
wake-up-smoothie,"blend until smooth , approx . 2 – 3 min ."
wake-up-smoothie,ready to enjoy immediately .
warm-quinoa-salad,"rinse quinoa in warm water and cook in vegetable stock , according to the package instructions , and set aside ."
warm-quinoa-salad,mince garlic .
warm-quinoa-salad,"cut zucchini , pepper , snow peas , and dried tomatoes into bite - sized pieces ."
warm-quinoa-salad,fry the vegetables in some vegetable oil .
warm-quinoa-salad,season with sugar and salt and pepper .
warm-quinoa-salad,cut parsley and mint into fine strips .
warm-quinoa-salad,"stir the cooked quinoa , mint , and parsley into the roasted vegetables ."
warm-quinoa-salad,add the zest and juice of half a lemon as well as the juice of one orange .
warm-quinoa-salad,fillet the other orange and carefully fold the orange segments into the mixture .
warm-quinoa-salad,serve warm with sour cream .
whole-wheat-pasta-alla-norma,"cook pasta in plenty of salted boiling water , according to package instructions , for approx . 10 – 12 min . until al dente ."
whole-wheat-pasta-alla-norma,"drain , save some pasta water , and set aside ."
whole-wheat-pasta-alla-norma,peel onion and garlic cloves and chop finely .
whole-wheat-pasta-alla-norma,dice eggplant into cubes .
whole-wheat-pasta-alla-norma,heat up some olive oil in a large frying pan and sauté onion and garlic for about 2 – 4 min . until translucent .
whole-wheat-pasta-alla-norma,add eggplant to pan and fry for approx . 6 – 8 min . until browned on all sides and somewhat soft .
whole-wheat-pasta-alla-norma,add whole peeled tomatoes and thyme leaves .
whole-wheat-pasta-alla-norma,boil everything over medium heat for about 5 – 8 min .
whole-wheat-pasta-alla-norma,season generously with salt and pepper .
whole-wheat-pasta-alla-norma,"toss cooked pasta in the sauce , add saved pasta water , and serve in deep plates with a dollop of ricotta and fresh basil ."
